Customer_ID,Branch,Region,Loan_Type,Employment_Type,Age,Annual_Income,Loan_Amount,Tenure_Years,Credit_Score,DPD,Interest_Rate,EMI,Collateral_Value,LTV_Percent,Risk_Score,Risk_Category,Risk_Weight_Percent,NPA_Flag,Default_Flag,Loan_Status
CUST10384,Hyderabad,South,Home Loan,Self Employed,31,1039625,1161288,10,664,60,11.12,16076,1067376,108.8,30,Low,75,No,No,Closed
CUST10385,Hyderabad,South,Education Loan,Salaried,53,676440,3348273,1,850,0,11.33,296442,2153592,155.47,20,Low,50,No,No,Closed
CUST10386,Ahmedabad,West,Home Loan,Salaried,58,1651926,1821503,10,758,60,15.9,30399,2513614,72.47,17,Low,50,No,No,Closed
CUST10387,Mumbai,West,Auto Loan,Salaried,47,1632137,4370153,2,618,0,18.05,218282,4846113,90.18,31,Medium,100,No,No,Active
CUST10388,Pune,West,Home Loan,Salaried,54,2449409,4499797,25,579,10,8.02,34790,2543173,176.94,40,Medium,100,No,No,Overdue
CUST10389,Kolkata,East,Home Loan,Self Employed,35,1999400,654111,2,667,60,11.55,30654,3144720,20.8,26,Low,75,No,No,Active
CUST10390,Kolkata,East,Home Loan,Business Owner,52,1452597,1202791,15,783,15,12.27,14645,3791343,31.72,6,Low,50,No,No,Closed
CUST10391,Mumbai,West,Auto Loan,Salaried,41,1883820,3961087,1,703,90,11.02,350124,1622512,200.0,34,Medium,75,Yes,No,Active
CUST10392,Mumbai,West,Business Loan,Salaried,25,1823608,2493869,15,544,0,10.86,28126,450067,200.0,36,Medium,150,No,No,Active
CUST10393,Ahmedabad,West,Education Loan,Business Owner,26,475599,797948,7,688,90,7.13,12094,6192072,12.89,40,Medium,75,Yes,No,Overdue
CUST10394,Ahmedabad,West,Personal Loan,Salaried,58,1737009,2609244,20,700,0,14.73,33839,355642,200.0,14,Low,75,No,No,Active
CUST10395,Mumbai,West,Auto Loan,Self Employed,42,1125522,881635,5,531,120,11.73,19491,5010500,17.6,61,High,150,Yes,No,Active
CUST10396,Bengaluru,South,Home Loan,Self Employed,38,777904,1517217,30,702,120,8.84,12034,6061782,25.03,40,Medium,75,Yes,No,Closed
CUST10397,Ahmedabad,West,Personal Loan,Self Employed,34,296841,2794686,15,629,0,16.29,41612,3926176,71.18,38,Medium,100,No,No,Active
CUST10398,Chennai,South,Business Loan,Salaried,30,1893422,3280545,10,572,0,16.13,55220,6461029,50.77,34,Medium,100,No,No,Active
CUST10399,Ahmedabad,West,Home Loan,Salaried,33,349934,281414,7,812,0,12.34,5019,5377168,5.23,3,Low,50,No,No,Active
CUST10400,Kolkata,East,Home Loan,Self Employed,51,1811734,4501116,5,626,0,10.08,95813,5336658,84.34,29,Low,100,No,No,Active
CUST10401,Ahmedabad,West,Home Loan,Self Employed,50,1315270,2113729,15,653,0,14.16,28377,6421472,32.92,21,Low,75,No,No,Active
CUST10402,Bengaluru,South,Home Loan,Salaried,23,417068,2452110,7,652,90,9.96,40657,1697152,144.48,53,Medium,75,Yes,No,Active
CUST10403,Mumbai,West,Home Loan,Self Employed,50,1010288,1693083,7,700,60,9.33,27525,6459660,26.21,32,Medium,75,No,No,Overdue
CUST10404,Kolkata,East,Auto Loan,Salaried,26,2378559,2065726,1,824,0,15.27,186712,1159149,178.21,3,Low,50,No,No,Active
CUST10405,Ahmedabad,West,Personal Loan,Self Employed,49,1784243,3452862,2,616,5,6.98,154562,120730,200.0,29,Low,100,No,No,Active
CUST10406,Bengaluru,South,Business Loan,Salaried,28,1031161,1460808,7,679,0,7.64,22507,4081093,35.79,16,Low,75,No,No,Active
CUST10407,Chennai,South,Education Loan,Business Owner,64,1465076,4231430,3,708,0,6.58,129843,1112762,200.0,18,Low,75,No,No,Active
CUST10408,Ahmedabad,West,Personal Loan,Salaried,65,758641,71650,2,639,5,8.34,3252,6796805,1.05,18,Low,100,No,No,Closed
CUST10409,Bengaluru,South,Home Loan,Salaried,63,885356,1454962,5,677,0,7.33,29037,1839968,79.08,18,Low,75,No,No,Closed
CUST10410,Chennai,South,Personal Loan,Salaried,64,2029039,3073846,5,742,0,18.45,78810,4213085,72.96,7,Low,75,No,No,Active
CUST10411,Mumbai,West,Auto Loan,Salaried,53,1818846,1923204,5,647,90,9.97,40834,6548962,29.37,38,Medium,100,Yes,No,Active
CUST10412,Ahmedabad,West,Home Loan,Business Owner,37,216683,2963293,5,676,0,8.29,60497,3176854,93.28,31,Medium,75,No,No,Active
CUST10413,Chennai,South,Auto Loan,Business Owner,31,2394949,2389189,3,670,5,9.39,76410,1286793,185.67,17,Low,75,No,No,Closed
CUST10414,Kolkata,East,Personal Loan,Salaried,33,1639410,256251,15,693,0,17.73,4077,4610098,5.56,9,Low,75,No,No,Active
CUST10415,Mumbai,West,Personal Loan,Salaried,31,504934,3894328,25,717,0,12.74,43161,1941042,200.0,25,Low,75,No,No,Active
CUST10416,Kolkata,East,Personal Loan,Self Employed,51,1982466,4120101,7,741,10,10.88,70286,6571483,62.7,12,Low,75,No,No,Active
CUST10417,Hyderabad,South,Personal Loan,Business Owner,48,977583,4563207,5,836,120,16.98,113358,2651222,172.12,44,Medium,50,Yes,No,Closed
CUST10418,Delhi,North,Business Loan,Self Employed,64,644310,1466693,2,514,0,11.24,68523,1367107,107.28,50,Medium,150,No,No,Overdue
CUST10419,Ahmedabad,West,Education Loan,Salaried,26,1418822,944801,2,688,30,10.52,43825,3818067,24.75,23,Low,75,No,No,Overdue
CUST10420,Chennai,South,Home Loan,Salaried,61,737242,1774854,7,604,5,8.99,28547,261161,200.0,33,Medium,100,No,No,Active
CUST10421,Delhi,North,Business Loan,Self Employed,36,948223,432811,15,673,15,11.03,4927,6357722,6.81,17,Low,75,No,No,Active
CUST10422,Delhi,North,Personal Loan,Salaried,24,289373,4745995,30,762,60,10.3,42705,4718648,100.58,32,Medium,50,No,No,Active
CUST10423,Chennai,South,Business Loan,Self Employed,55,738988,1058314,30,784,15,14.63,13069,5691127,18.6,9,Low,50,No,No,Closed
CUST10424,Mumbai,West,Education Loan,Salaried,46,1190540,4458608,25,787,0,9.97,40421,5375653,82.94,25,Low,50,Yes,Yes,Default
CUST10425,Ahmedabad,West,Personal Loan,Self Employed,32,1352304,2543330,15,786,0,13.43,32902,3857469,65.93,8,Low,50,No,No,Active
CUST10426,Hyderabad,South,Home Loan,Salaried,31,2213648,1767787,7,688,60,7.29,26932,3851526,45.9,25,Low,75,No,No,Active
CUST10427,Kolkata,East,Home Loan,Self Employed,57,1823909,4446208,30,798,60,8.8,35137,335983,200.0,22,Low,50,No,No,Active
CUST10428,Bengaluru,South,Personal Loan,Salaried,45,1659634,761716,30,812,90,11.39,7479,2077382,36.67,21,Low,50,Yes,No,Active
CUST10429,Kolkata,East,Auto Loan,Self Employed,38,1094424,2817257,30,710,15,17.74,41861,2466993,114.2,19,Low,75,No,No,Active
CUST10430,Bengaluru,South,Home Loan,Salaried,39,1046491,2885623,10,782,0,11.03,39798,1115059,200.0,11,Low,50,No,No,Active
CUST10431,Kolkata,East,Home Loan,Self Employed,43,1754745,1749660,3,703,90,14.47,60199,5263385,33.24,30,Low,75,Yes,No,Active
CUST10432,Chennai,South,Education Loan,Self Employed,58,2179117,395430,7,799,0,9.56,6475,399769,98.91,1,Low,50,No,No,Active
CUST10433,Hyderabad,South,Business Loan,Self Employed,38,1099134,878411,20,689,15,8.02,7358,2654965,33.09,15,Low,75,No,No,Closed
CUST10434,Ahmedabad,West,Personal Loan,Self Employed,46,2035797,1907845,1,657,120,7.2,165256,5338888,35.73,43,Medium,75,Yes,No,Active
CUST10435,Bengaluru,South,Home Loan,Self Employed,26,1616803,2555365,1,622,120,10.16,224847,1092924,200.0,51,Medium,100,Yes,No,Active
CUST10436,Ahmedabad,West,Home Loan,Business Owner,24,2365211,1989983,15,688,90,8.39,19468,4920851,40.44,31,Medium,75,Yes,No,Active
CUST10437,Ahmedabad,West,Home Loan,Salaried,64,622136,897405,7,706,0,8.59,14252,4463721,20.1,17,Low,75,No,No,Overdue
CUST10438,Ahmedabad,West,Business Loan,Business Owner,49,1862252,2341947,7,634,10,15.63,46024,3472108,67.45,25,Low,100,No,No,Closed
CUST10439,Pune,West,Home Loan,Salaried,54,2475455,283462,1,682,10,6.69,24487,4925233,5.76,13,Low,75,No,No,Active
CUST10440,Mumbai,West,Personal Loan,Salaried,37,691162,3036068,25,663,120,13.19,34677,134607,200.0,56,Medium,75,Yes,No,Active
CUST10441,Kolkata,East,Home Loan,Salaried,63,1087383,2018921,1,625,30,11.05,178483,4081909,49.46,32,Medium,100,No,No,Active
CUST10442,Ahmedabad,West,Personal Loan,Salaried,63,1310548,3451447,7,773,5,12.58,62003,1786960,193.15,12,Low,50,No,No,Closed
CUST10443,Kolkata,East,Auto Loan,Self Employed,36,1566205,2700196,30,785,5,13.25,30398,5350037,50.47,8,Low,50,No,No,Closed
CUST10444,Ahmedabad,West,Education Loan,Self Employed,22,2459042,3838264,25,772,30,10.26,35584,5768076,66.54,17,Low,50,No,No,Overdue
CUST10445,Bengaluru,South,Home Loan,Self Employed,54,1127436,3750357,5,694,90,10.04,79758,5495179,68.25,40,Medium,75,Yes,No,Active
CUST10446,Mumbai,West,Home Loan,Salaried,28,1497621,460226,20,698,5,15.3,6162,3346953,13.75,20,Low,75,Yes,Yes,Default
CUST10447,Mumbai,West,Home Loan,Salaried,33,2394625,1814694,10,626,5,16.96,31493,1156928,156.85,33,Medium,100,Yes,Yes,Default
CUST10448,Chennai,South,Business Loan,Salaried,62,1620351,1857254,3,729,15,8.81,58896,3241695,57.29,16,Low,75,No,No,Overdue
CUST10449,Pune,West,Business Loan,Salaried,28,1751836,4901039,5,712,15,7.67,98603,6642589,73.78,20,Low,75,No,No,Active
CUST10450,Chennai,South,Auto Loan,Salaried,50,2078917,1722349,2,850,30,17.27,85380,212628,200.0,10,Low,50,No,No,Active
CUST10451,Chennai,South,Auto Loan,Salaried,52,1038823,181562,1,776,0,10.7,16021,6275861,2.89,1,Low,50,No,No,Active
CUST10452,Chennai,South,Auto Loan,Salaried,56,919574,1102305,20,722,0,13.12,13009,4306193,25.6,9,Low,75,No,No,Active
CUST10453,Chennai,South,Home Loan,Self Employed,50,505437,4502664,1,697,90,10.81,397554,4175553,107.83,47,Medium,75,Yes,No,Active
CUST10454,Chennai,South,Business Loan,Self Employed,21,1996760,3217126,1,770,15,8.01,279868,4456367,72.19,10,Low,50,No,No,Closed
CUST10455,Hyderabad,South,Personal Loan,Business Owner,63,2271013,2443946,5,636,15,13.57,56323,4505771,54.24,25,Low,100,No,No,Active
CUST10456,Mumbai,West,Personal Loan,Business Owner,59,2434029,4872481,30,780,10,12.8,53139,3106754,156.84,15,Low,50,No,No,Overdue
CUST10457,Chennai,South,Personal Loan,Self Employed,37,1977001,3461031,30,624,0,8.94,27699,6643509,52.1,26,Low,100,No,No,Active
CUST10458,Ahmedabad,West,Home Loan,Salaried,40,1052834,410306,10,661,10,11.92,5868,3191833,12.85,17,Low,75,No,No,Active
CUST10459,Mumbai,West,Home Loan,Self Employed,44,2029087,2774274,25,571,0,16.06,37830,4327261,64.11,32,Medium,100,No,No,Closed
CUST10460,Mumbai,West,Auto Loan,Self Employed,42,623066,1644502,1,743,0,13.59,147338,3072475,53.52,12,Low,75,No,No,Active
CUST10461,Delhi,North,Home Loan,Salaried,49,799696,3983233,15,717,5,7.66,37288,6292505,63.3,26,Low,75,No,No,Active
CUST10462,Hyderabad,South,Auto Loan,Salaried,42,1873470,1538303,30,661,10,13.08,17113,4771873,32.24,29,Low,75,Yes,Yes,Default
CUST10463,Chennai,South,Home Loan,Business Owner,64,300062,568490,7,635,120,14.93,10948,3212425,17.7,50,Medium,100,Yes,No,Closed
CUST10464,Kolkata,East,Personal Loan,Salaried,29,1547741,2123946,20,797,90,16.01,29565,4653871,45.64,24,Low,50,Yes,No,Active
CUST10465,Bengaluru,South,Personal Loan,Self Employed,57,1212499,2610244,15,691,5,14.05,34849,1085110,200.0,24,Low,75,No,No,Overdue
CUST10466,Pune,West,Personal Loan,Self Employed,30,2044445,4279228,5,646,0,8.33,87445,1141610,200.0,24,Low,100,No,No,Closed
CUST10467,Ahmedabad,West,Auto Loan,Salaried,56,387609,1311368,5,835,120,15.02,31211,2384333,55.0,39,Medium,50,Yes,No,Closed
CUST10468,Kolkata,East,Personal Loan,Salaried,57,2192755,1953124,10,654,0,14.63,31070,4623527,42.24,23,Low,75,No,No,Overdue
CUST10469,Hyderabad,South,Personal Loan,Salaried,48,463006,2842537,10,780,120,6.79,32697,5715574,49.73,45,Medium,50,Yes,No,Active
CUST10470,Bengaluru,South,Personal Loan,Salaried,48,2030924,3197887,25,619,15,11.44,32365,6843022,46.73,29,Low,100,No,No,Closed
CUST10471,Hyderabad,South,Auto Loan,Salaried,62,1794099,4714496,7,675,30,10.5,79490,5906512,79.82,28,Low,75,No,No,Active
CUST10472,Ahmedabad,West,Business Loan,Business Owner,63,1321452,1637542,20,735,120,14.53,20997,1559284,105.02,32,Medium,75,Yes,No,Active
CUST10473,Mumbai,West,Auto Loan,Salaried,41,1536256,3912163,7,696,60,9.09,63122,974687,200.0,36,Medium,75,No,No,Overdue
CUST10474,Bengaluru,South,Home Loan,Salaried,44,1410796,4906436,2,717,0,13.59,234623,824726,200.0,19,Low,75,No,No,Active
CUST10475,Mumbai,West,Home Loan,Salaried,62,293936,1690027,10,662,5,17.46,29867,5840445,28.94,34,Medium,75,No,No,Closed
CUST10476,Ahmedabad,West,Home Loan,Business Owner,60,196279,2876267,25,588,10,16.07,39243,3077165,93.47,51,Medium,100,No,No,Overdue
CUST10477,Kolkata,East,Auto Loan,Salaried,22,1299962,204536,3,803,0,17.56,7349,4694,200.0,11,Low,50,Yes,Yes,Default
CUST10478,Ahmedabad,West,Home Loan,Salaried,28,266124,4819729,1,667,0,18.24,442423,4159074,115.88,37,Medium,75,No,No,Overdue
CUST10479,Kolkata,East,Personal Loan,Business Owner,47,1596470,4667752,1,720,60,6.63,403090,2679590,174.2,29,Low,75,No,No,Active
CUST10480,Bengaluru,South,Auto Loan,Business Owner,42,2092493,2995081,3,749,15,13.97,102321,3737486,80.14,9,Low,75,No,No,Active
CUST10481,Bengaluru,South,Personal Loan,Salaried,57,2369063,2648385,30,722,10,11.45,26126,4740148,55.87,11,Low,75,No,No,Active
CUST10482,Chennai,South,Education Loan,Business Owner,47,1173978,674773,7,650,90,16.82,13719,5438423,12.41,36,Medium,75,Yes,No,Active
CUST10483,Hyderabad,South,Home Loan,Salaried,49,627244,2067528,3,781,0,9.52,66248,6210239,33.29,13,Low,50,No,No,Active
CUST10484,Chennai,South,Home Loan,Salaried,23,1449670,1728332,25,736,120,18.27,26600,6864830,25.18,32,Medium,75,Yes,No,Active
CUST10485,Hyderabad,South,Auto Loan,Salaried,64,2237712,1052021,20,714,60,13.86,12975,674267,156.02,20,Low,75,No,No,Closed
CUST10486,Chennai,South,Personal Loan,Salaried,33,417723,2235132,3,712,120,16.02,78603,2869839,77.88,61,High,75,Yes,Yes,Default
CUST10487,Mumbai,West,Auto Loan,Self Employed,65,1639900,1468314,25,818,90,7.53,10879,2037775,72.05,22,Low,50,Yes,No,Closed
CUST10488,Bengaluru,South,Personal Loan,Salaried,30,1018927,3672541,10,649,0,8.7,45928,1228135,200.0,30,Low,100,No,No,Closed
CUST10489,Kolkata,East,Home Loan,Salaried,56,262806,342007,15,729,30,15.6,4928,6189542,5.53,15,Low,75,No,No,Active
CUST10490,Hyderabad,South,Education Loan,Self Employed,29,1458673,2545990,5,663,60,6.76,50126,1986373,128.17,33,Medium,75,No,No,Active
CUST10491,Ahmedabad,West,Education Loan,Self Employed,47,1154334,4114610,5,564,0,16.3,100716,6206145,66.3,42,Medium,100,No,No,Active
CUST10492,Hyderabad,South,Auto Loan,Salaried,54,1172144,1574960,2,563,5,6.67,70280,3126773,50.37,34,Medium,100,No,No,Closed
CUST10493,Kolkata,East,Home Loan,Self Employed,21,2474630,2978785,7,629,0,14.39,56466,4818060,61.83,23,Low,100,No,No,Active
CUST10494,Chennai,South,Auto Loan,Salaried,52,1918460,1419971,20,654,30,10.88,14541,2916971,48.68,24,Low,75,No,No,Closed
CUST10495,Hyderabad,South,Personal Loan,Self Employed,45,669709,4841164,15,850,90,13.84,63952,5152558,93.96,39,Medium,50,Yes,No,Active
CUST10496,Pune,West,Home Loan,Self Employed,49,1917821,1662119,15,749,0,14.85,23092,5835770,28.48,4,Low,75,No,No,Active
CUST10497,Mumbai,West,Business Loan,Business Owner,27,617585,437773,10,755,15,10.61,5934,4084488,10.72,6,Low,50,No,No,Active
CUST10498,Bengaluru,South,Home Loan,Salaried,23,997108,4266803,3,655,60,7.8,133313,1024446,200.0,44,Medium,75,No,No,Active
CUST10499,Kolkata,East,Business Loan,Salaried,40,1030525,676840,7,704,15,7.34,10328,2613456,25.9,13,Low,75,No,No,Active
CUST10500,Bengaluru,South,Personal Loan,Salaried,40,1669556,4689148,1,850,0,13.57,420077,3672476,127.68,11,Low,50,No,No,Closed
CUST10501,Pune,West,Home Loan,Salaried,50,2459023,1684224,15,615,30,12.75,21033,4266660,39.47,29,Low,100,No,No,Closed
CUST10502,Hyderabad,South,Personal Loan,Salaried,55,678512,1496395,25,732,0,15.41,19644,6084010,24.6,12,Low,75,No,No,Active
CUST10503,Hyderabad,South,Business Loan,Business Owner,55,947442,2633677,1,813,0,12.62,234764,6551381,40.2,16,Low,50,No,No,Overdue
CUST10504,Ahmedabad,West,Auto Loan,Salaried,59,655278,4109626,2,768,0,11.57,192630,3686207,111.49,20,Low,50,No,No,Active
CUST10505,Pune,West,Education Loan,Salaried,47,2110440,921905,3,826,0,11.28,30304,608919,151.4,12,Low,50,Yes,Yes,Default
CUST10506,Kolkata,East,Auto Loan,Self Employed,46,559593,193704,3,715,0,6.82,5965,2342854,8.27,7,Low,75,No,No,Active
CUST10507,Ahmedabad,West,Auto Loan,Salaried,34,674955,115756,20,742,30,10.53,1158,4226479,2.74,8,Low,75,No,No,Closed
CUST10508,Mumbai,West,Education Loan,Self Employed,37,1464574,1417064,15,708,10,18.21,23035,6727830,21.06,12,Low,75,No,No,Active
CUST10509,Ahmedabad,West,Home Loan,Salaried,38,1700180,3596293,10,737,0,16.98,62457,833230,200.0,10,Low,75,No,No,Active
CUST10510,Delhi,North,Personal Loan,Salaried,65,2062582,4053314,30,636,0,10.45,36926,5924216,68.42,25,Low,100,No,No,Active
CUST10511,Kolkata,East,Home Loan,Salaried,49,1665183,4764386,30,755,120,13.55,54759,1767052,200.0,36,Medium,50,Yes,No,Active
CUST10512,Delhi,North,Business Loan,Salaried,40,826045,2446640,5,721,15,16.67,60372,340822,200.0,19,Low,75,No,No,Active
CUST10513,Pune,West,Business Loan,Business Owner,47,1806528,3328262,25,704,0,11.8,34563,4704863,70.74,14,Low,75,No,No,Active
CUST10514,Chennai,South,Home Loan,Salaried,38,2082392,1975464,1,822,90,6.72,170676,3070321,64.34,33,Medium,50,Yes,Yes,Default
CUST10515,Delhi,North,Auto Loan,Salaried,24,1525205,1966796,2,681,0,7.39,88407,4440768,44.29,21,Low,75,No,No,Overdue
CUST10516,Mumbai,West,Business Loan,Salaried,21,1488014,1336188,5,785,0,12.62,30143,5276473,25.32,4,Low,50,No,No,Closed
CUST10517,Ahmedabad,West,Home Loan,Salaried,21,2427680,483797,3,792,30,18.13,17522,5153772,9.39,7,Low,50,No,No,Closed
CUST10518,Chennai,South,Personal Loan,Business Owner,46,648011,3135945,1,760,15,14.82,282779,6499716,48.25,32,Medium,50,Yes,Yes,Default
CUST10519,Ahmedabad,West,Business Loan,Salaried,65,926760,4218773,7,632,15,7.35,64397,115064,200.0,39,Medium,100,No,No,Active
CUST10520,Delhi,North,Home Loan,Self Employed,40,478783,850607,15,725,10,8.77,8511,2589644,32.85,13,Low,75,No,No,Active
CUST10521,Ahmedabad,West,Auto Loan,Business Owner,43,1317613,1834094,2,837,5,15.76,89593,2150517,85.29,12,Low,50,No,No,Overdue
CUST10522,Pune,West,Personal Loan,Self Employed,30,2295226,2194797,7,573,5,16.6,44347,6007812,36.53,31,Medium,100,No,No,Closed
CUST10523,Chennai,South,Business Loan,Business Owner,31,1520683,289608,10,687,0,13.91,4481,5463391,5.3,10,Low,75,No,No,Active
CUST10524,Pune,West,Business Loan,Salaried,61,1980298,4791875,15,781,120,14.23,64558,1540850,200.0,35,Medium,50,Yes,No,Active
CUST10525,Delhi,North,Business Loan,Salaried,61,2293213,3712097,1,692,60,6.84,320922,3567124,104.06,28,Low,75,No,No,Active
CUST10526,Pune,West,Personal Loan,Salaried,25,633222,399115,15,757,30,16.44,5985,5722751,6.97,14,Low,50,No,No,Overdue
CUST10527,Mumbai,West,Business Loan,Self Employed,21,2268618,4074919,5,799,90,15.96,99008,6498427,62.71,26,Low,50,Yes,No,Active
CUST10528,Delhi,North,Education Loan,Business Owner,37,817790,4347084,20,716,0,9.61,40833,3058321,142.14,35,Medium,75,Yes,Yes,Default
CUST10529,Delhi,North,Personal Loan,Salaried,42,1513520,867166,5,736,30,15.0,20630,2200852,39.4,16,Low,75,No,No,Overdue
CUST10530,Delhi,North,Education Loan,Self Employed,54,386548,3196243,10,706,120,9.08,40627,6650677,48.06,52,Medium,75,Yes,No,Closed
CUST10531,Kolkata,East,Home Loan,Salaried,65,1691252,4092942,25,721,5,6.98,28876,4262551,96.02,15,Low,75,No,No,Active
CUST10532,Ahmedabad,West,Auto Loan,Self Employed,61,630983,903159,7,847,30,8.91,14490,3328359,27.14,12,Low,50,No,No,Active
CUST10533,Kolkata,East,Home Loan,Salaried,49,2043062,3948888,5,696,0,8.64,81284,6447726,61.24,16,Low,75,No,No,Active
CUST10534,Kolkata,East,Home Loan,Business Owner,24,1909004,945596,20,675,10,10.55,9472,2938324,32.18,15,Low,75,No,No,Active
CUST10535,Mumbai,West,Home Loan,Self Employed,25,2105618,2481129,25,773,0,11.52,25256,4347864,57.07,5,Low,50,No,No,Closed
CUST10536,Chennai,South,Auto Loan,Salaried,31,1561173,4827347,5,641,10,12.6,108851,3103800,155.53,31,Medium,100,No,No,Active
CUST10537,Ahmedabad,West,Personal Loan,Salaried,41,397314,1650720,3,657,5,12.22,55001,1338618,123.32,32,Medium,75,No,No,Active
CUST10538,Pune,West,Auto Loan,Salaried,55,1714090,2655327,20,657,0,9.75,25186,4375446,60.69,20,Low,75,No,No,Active
CUST10539,Hyderabad,South,Home Loan,Salaried,32,2431607,3269598,7,682,5,6.85,49108,586901,200.0,27,Low,75,Yes,Yes,Default
CUST10540,Delhi,North,Personal Loan,Salaried,46,928692,3332808,2,685,0,13.76,159640,5339587,62.42,24,Low,75,No,No,Active
CUST10541,Pune,West,Personal Loan,Business Owner,39,2256775,2019412,30,749,0,11.25,19614,373921,200.0,9,Low,75,No,No,Overdue
CUST10542,Delhi,North,Education Loan,Self Employed,65,1794694,640611,25,676,120,10.08,5857,1003639,63.83,38,Medium,75,Yes,No,Active
CUST10543,Mumbai,West,Personal Loan,Salaried,27,761904,4676510,3,752,60,16.9,166498,5194309,90.03,32,Medium,50,No,No,Active
CUST10544,Delhi,North,Auto Loan,Salaried,27,451365,3992033,2,760,10,15.46,194434,4241307,94.12,22,Low,50,No,No,Active
CUST10545,Kolkata,East,Business Loan,Business Owner,46,896773,4982206,1,654,5,16.79,453904,407650,200.0,35,Medium,75,No,No,Active
CUST10546,Ahmedabad,West,Auto Loan,Self Employed,60,2125537,478556,20,759,120,12.44,5417,5672745,8.44,26,Low,50,Yes,No,Closed
CUST10547,Hyderabad,South,Home Loan,Salaried,25,2221381,3725049,3,765,10,8.07,116850,3729046,99.89,9,Low,50,No,No,Active
CUST10548,Bengaluru,South,Home Loan,Self Employed,41,258116,530350,15,577,5,14.85,7368,2805573,18.9,35,Medium,100,No,No,Active
CUST10549,Delhi,North,Business Loan,Salaried,34,564370,546232,1,721,0,8.97,47761,5638095,9.69,8,Low,75,No,No,Closed
CUST10550,Pune,West,Home Loan,Salaried,24,2202643,3684183,1,665,10,11.79,326973,1194497,200.0,22,Low,75,No,No,Closed
CUST10551,Kolkata,East,Business Loan,Salaried,43,699385,1737023,25,791,5,7.28,12589,3615383,48.05,11,Low,50,No,No,Closed
CUST10552,Bengaluru,South,Personal Loan,Salaried,62,1752138,2678973,20,664,0,16.4,38078,770448,200.0,19,Low,75,No,No,Active
CUST10553,Hyderabad,South,Business Loan,Salaried,40,2197337,2096719,3,606,0,8.01,65713,3651948,57.41,25,Low,100,No,No,Active
CUST10554,Bengaluru,South,Education Loan,Business Owner,35,2408531,3921240,10,698,120,17.34,68997,2936384,133.54,49,Medium,75,Yes,Yes,Default
CUST10555,Kolkata,East,Business Loan,Business Owner,65,1809753,3962669,3,637,120,16.87,141024,4986181,79.47,56,Medium,100,Yes,No,Overdue
CUST10556,Ahmedabad,West,Personal Loan,Self Employed,49,1166399,1476548,5,759,60,12.07,32897,3819128,38.66,28,Low,50,Yes,Yes,Default
CUST10557,Ahmedabad,West,Education Loan,Salaried,28,406256,4041818,1,643,30,15.43,365628,2605676,155.12,42,Medium,100,No,No,Active
CUST10558,Chennai,South,Personal Loan,Salaried,61,1002376,3829044,7,699,0,13.93,71608,5274033,72.6,23,Low,75,No,No,Closed
CUST10559,Ahmedabad,West,Personal Loan,Self Employed,39,1065987,2074611,1,808,0,16.14,188369,1840220,112.74,8,Low,50,No,No,Active
CUST10560,Chennai,South,Auto Loan,Salaried,59,600539,300231,1,777,0,11.68,26630,134411,200.0,2,Low,50,No,No,Active
CUST10561,Bengaluru,South,Business Loan,Salaried,48,2479986,1111516,30,733,10,15.93,14884,4151910,26.77,11,Low,75,No,No,Overdue
CUST10562,Mumbai,West,Business Loan,Salaried,47,1709017,4624475,15,691,120,12.05,55650,2677678,172.7,45,Medium,75,Yes,No,Closed
CUST10563,Pune,West,Education Loan,Business Owner,24,730242,4785524,10,727,0,17.79,85582,412610,200.0,23,Low,75,No,No,Active
CUST10564,Pune,West,Personal Loan,Salaried,35,1963802,3422105,2,748,0,12.34,161634,3461743,98.85,7,Low,75,No,No,Active
CUST10565,Bengaluru,South,Personal Loan,Salaried,55,1495712,1028935,2,631,0,12.05,48460,3616666,28.45,26,Low,100,No,No,Overdue
CUST10566,Delhi,North,Auto Loan,Self Employed,57,706249,1080451,15,760,10,15.92,15808,4491055,24.06,8,Low,50,No,No,Active
CUST10567,Delhi,North,Home Loan,Salaried,21,2263631,2180118,1,623,0,16.36,198176,52055,200.0,23,Low,100,No,No,Active
CUST10568,Ahmedabad,West,Home Loan,Salaried,23,2201835,470993,2,740,90,13.15,22425,5347389,8.81,21,Low,75,Yes,No,Active
CUST10569,Pune,West,Personal Loan,Salaried,44,979687,3451461,20,623,0,8.66,30303,6943122,49.71,33,Medium,100,No,No,Active
CUST10570,Pune,West,Personal Loan,Salaried,47,2412791,2310791,10,837,5,12.11,33300,5651386,40.89,10,Low,50,No,No,Overdue
CUST10571,Chennai,South,Personal Loan,Self Employed,60,2063855,296331,2,753,120,18.12,14811,1136263,26.08,26,Low,50,Yes,No,Active
CUST10572,Mumbai,West,Home Loan,Salaried,56,1248965,3081830,15,591,120,15.54,44278,3542635,86.99,59,Medium,100,Yes,No,Active
CUST10573,Kolkata,East,Home Loan,Salaried,54,1404171,4434575,5,700,5,16.23,108383,2497838,177.54,26,Low,75,No,No,Overdue
CUST10574,Delhi,North,Home Loan,Business Owner,49,917463,4651318,2,664,0,6.89,208020,1969921,200.0,33,Medium,75,No,No,Active
CUST10575,Pune,West,Business Loan,Business Owner,44,2268523,4130790,10,655,0,12.11,59528,5345532,77.28,22,Low,75,No,No,Active
CUST10576,Chennai,South,Personal Loan,Business Owner,44,2280510,2846749,25,710,0,14.26,34836,4519645,62.99,11,Low,75,No,No,Closed
